Virksomhedsnr.;Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
784;Gode;10;15-04-2008;433200;Tømrer- og bygningssnedkervirksomhed;;960;945;660;653;579;;1983;750;2029;633;515;;1585;1070;1285;1278;704;;;;;;;;2714;1905;2585;2371;2323;;4359;3008;3915;3658;3037;;16,06;13,53;16,81;21,54;0,56;;146,65;152,65;144,26;146,06;119,24;;36,36;35,57;32,82;34,94;23,18;;32,49;26,64;39,46;44,91;
787;Gode;10;14-09-2007;432200;VVS- og blikkenslagerforretninger;;913;1646;2766;1838;1088;;291;362;575;771;0;;1438;3271;2891;2278;1213;;;0;1453;3549;83;;2926;3098;2729;3205;1822;;4364;6369;7122;9107;3169;;9,14;7,83;18,77;16,37;10;;114,66;136,06;130,01;143,06;157,3;;32,95;51,36;40,59;25,01;38,28;;18,92;11,59;32,1;46,75;17,89
826;Gode;10;01-01-2004;431200;Forberedende byggepladsarbejder;;429;422;644;611;641;;181;164;1062;242;1;;1079;672;1494;1611;891;;17;119;220;321;421;;3333;2742;3343;1651;2985;;4498;3601;5172;3724;4297;;13,07;-5,42;17,61;26,53;1,79;;117,04;108,21;137,03;174,5;104,72;;23,99;18,66;28,89;43,26;20,74;;37,72;;42,37;44,75;
838;Dårlige;10;17-02-2010;432100;El-installation;;294;90;14;54;-83;;852;171;306;1044;627;;619;215;139;179;42;;114;181;11;;;;3814;3438;3786;3255;3461;;4554;3836;3935;3437;3508;;17,81;15,3;7,34;10,01;4,96;;115,55;109,92;102,4;103,38;98,87;;13,59;5,6;3,53;5,21;1,2;;65,11;35,35;;77,09;
845;Dårlige;10;26-06-2004;494100;Vejgodstransport;;1257;1236;1221;1206;867;;872;590;1014;1409;801;;2082;2161;1796;2331;1292;;;;;;0;;2305;2348;1657;2796;3272;;4574;4711;3608;5363;4789;;21,25;23,58;18,04;33,21;10,98;;116,44;107,54;169,82;120,71;74,36;;45,52;45,87;49,78;43,46;26,98;;34,63;37,71;25,89;57,44;21,83
859;Gode;10;01-06-2007;432100;El-installation;;1092;1095;1055;1036;893;;2272;1035;1426;458;1331;;2517;1920;2180;1911;1768;;449;150;;;;;1579;1528;1599;1640;1270;;4601;3622;3815;3616;3073;;36,58;26,5;34,15;31,91;39,05;;270,61;212,7;235,08;215,3;232,91;;54,71;53,01;57,14;52,85;57,53;;51,53;38,54;46,7;46,78;53,05
864;Gode;10;19-10-2005;433300;Udførelse af gulvbelægninger og vægbeklædning;;963;871;721;642;522;;5;3;;;;;1163;1071;921;1142;847;;250;658;;;;;3224;2907;911;1095;1038;;4637;4887;2080;2486;1886;;5,63;6,67;;22,89;28,69;;128,13;143,38;;197,9;154,91;;25,08;21,92;;45,94;44,91;;7,82;14,01;;34,5;44,04
874;Gode;10;27-03-2003;432200;VVS- og blikkenslagerforretninger;;1696;1739;1727;1479;2076;;2171;2371;1754;2099;2086;;2996;2839;3027;2779;3176;;;;;;;;1658;1672;1681;1249;1202;;4664;4514;4716;4032;4379;;26,48;23,24;34,18;13,07;23,04;;244,81;239,35;241,7;275,98;318,47;;64,24;62,89;64,19;68,92;72,53;;31,94;28,6;41,23;14,5;25,09
902;Neutrale;10;26-03-1984;439910;Murere;;75;-51;-170;-230;-168;;0;0;0;2;1;;575;449;330;270;332;;308;152;;;;;3910;3944;4980;8859;7361;;4794;4546;5310;9129;7693;;8,16;9,19;10,24;2,68;-27,22;;117,34;108,32;98,23;91,92;89,25;;11,99;9,88;6,21;2,96;4,32;;21,91;26,5;17,88;;
936;Neutrale;10;05-12-1975;432100;El-installation;;168;182;235;125;56;;400;6;582;384;15;;618;682;435;325;256;;96;91;;;0;;4192;2243;3362;3863;3079;;4908;3016;3797;4188;3335;;7,74;11,74;9,82;4,2;1,32;;106,46;119,79;109,58;104,5;102,92;;12,59;22,61;11,46;7,76;7,68;;38,19;36,07;25,29;20,92;
947; Dårlige;10;28-06-1999;433200;Tømrer- og bygningssnedkervirksomhed;;1740;1122;460;407;669;;1495;89;;;;;2845;2127;965;912;1174;;;;0;0;52;;2052;2344;2609;2429;2725;;4946;4520;3623;3374;3994;;31,5;34,93;2,29;-5,96;1,98;;218,08;168,94;115,52;129,02;135,23;;57,52;47,06;26,64;27,03;29,39;;42,78;54,63;5,49;;0,94
950; Dårlige;10;19-05-2008;422100;Anlæg af ledningsnet til væsker;;998;954;3467;3703;4708;;3;0;2092;1491;2830;;1123;1079;4592;6328;5333;;54;98;;;0;;3773;2203;2535;3130;4784;;4952;3381;7163;9477;10117;;1,55;-5,24;14,74;19,94;16,39;;104,96;107,67;227,06;246,01;193,35;;22,68;31,91;64,11;66,77;52,71;;4,01;;16,64;23,63;23,83
987;Gode;10;12-06-2009;451110;Engroshandel med personbiler, varebiler og minibusser;;269;77;24;-28;-17;;2509;620;62;142;336;;394;202;149;97;108;;;;;0;0;;4673;1636;1601;1037;831;;5067;1838;1749;1134;940;;7,14;5,39;5,32;6,35;-4,57;;100,92;97,8;103;89,97;96,39;;7,78;10,99;8,52;8,55;11,49;;48,73;26,73;34,23;;
993;Gode;10;01-06-1998;494100;Vejgodstransport;;2029;1707;1657;2253;1900;;540;239;0;437;0;;2736;2412;2360;2850;2654;;519;616;1118;1320;1150;;1514;1659;1577;1450;2116;;5082;4942;5340;5917;6285;;6,55;-3,08;-9,33;3,62;4,31;;153,5;113,56;109,51;147,66;101,8;;53,84;48,81;44,19;48,17;42,23;;13,82;4,39;;6,91;6,1
1016;Neutrale;10;29-06-2005;432100;El-installation;;884;1441;1532;723;826;;2743;1104;1376;359;500;;2384;2052;2140;1329;1326;;256;81;110;140;;;2532;1515;2482;1870;1739;;5176;3648;4732;3339;3065;;11,07;1,45;25,46;2,37;-6,43;;192,73;229,11;180,3;159,57;165,61;;46,06;56,25;45,22;39,8;43,26;;18,54;0,97;42,85;0,23;
1024;Neutrale;10;15-06-1998;422200;Anlæg af ledningsnet til elektricitet og kommunikation;;1911;1322;678;1035;812;;3;3;3;2;9;;2036;1447;1803;1660;937;;164;;;;;;2956;6170;3649;2723;3872;;5187;7644;5475;4392;4819;;14,21;10,77;14,06;19,67;9,59;;170,47;121,83;150,04;161,29;124,46;;39,25;18,93;32,93;37,8;19,44;;28,93;44,44;35,72;43,55;38,85
1036;Dårlige;10;14-06-2006;265100;Fremstilling af udstyr til måling, afprøvning, navigation og kontrol;;-9;-124;600;496;401;;62;31;18;12;6;;491;376;1300;1196;901;;1483;1912;;;;;3256;2765;4297;3198;4753;;5233;5055;5598;4393;5654;;5,75;1,36;10,56;13,41;4;;152,12;171,39;125,88;130,93;114,37;;9,38;7,44;23,22;27,23;15,94;;23,42;;23,46;24,75;
1054;Dårlige;10;27-06-2001;432200;VVS- og blikkenslagerforretninger;;1561;1470;1283;998;998;;17;11;5;2;10;;2011;1920;1483;1198;1198;;;;;;;;3322;2142;2979;2914;2617;;5333;4062;4462;4112;3815;;10,03;16,37;11,59;3,31;0,18;;147,41;168,11;134,74;124,02;115,9;;37,71;47,27;33,24;29,13;31,4;;17,01;22,76;19,22;0;
1073;Gode;10;01-01-1995;283000;Fremstilling af landbrugs- og skovbrugsmaskiner;;2032;1566;1871;1541;1147;;2154;904;613;256;136;;2982;1766;2071;1941;1547;;310;243;274;380;;;2065;1445;1078;1177;1459;;5414;3500;3520;3566;3029;;28,78;-11;12,41;21,62;85,74;;222,18;169,2;224,86;189,63;150,58;;55,08;50,46;58,84;54,43;51,07;;40,78;;15,93;30,65;146,02
1080;Gode;10;16-12-2005;429900;Anden anlægsvirksomhed i.a.n.;;894;1151;422;751;663;;11;546;;;0;;2423;1480;551;880;1192;;;;;0;105;;2843;2895;4346;5088;4277;;5431;4586;5070;6202;5814;;25,8;28,59;-4,69;2,03;10,51;;161,77;137,48;105,87;109,16;84,31;;44,61;32,27;10,87;14,19;20,5;;47,17;62,7;;9,89;35,49
1087;Gode;10;29-06-2009;432200;VVS- og blikkenslagerforretninger;;822;817;693;684;678;;1652;894;1187;60;471;;1972;1942;1818;1334;1528;;370;;;;;;3011;2464;1814;1097;1496;;5445;4490;3706;2508;3127;;16,01;21,89;22,45;9,01;14,81;;161,31;165,22;182,64;191,98;173,8;;36,22;43,25;49,06;53,19;48,86;;33,16;38,62;34,87;11,69;22,38
1098;Gode;10;22-12-2009;284100;Fremstilling af metalforarbejdende værktøjsmaskiner;;2863;1878;1435;1451;1145;;1259;452;0;0;0;;3863;2503;1960;1576;1270;;;;;;;;1619;1772;1088;803;1126;;5505;4275;3049;2378;2396;;32,06;28,28;16,63;17,49;7,47;;324,64;237,92;280,24;296,14;210,83;;70,17;58,55;64,28;66,27;53,01;;35,21;37,63;19,64;19,35;9,76
1116;Gode;10;16-06-2004;331200;Reparation af maskiner;;;;0;228;175;;1780;1935;2327;52;74;;2287;1762;1872;1253;812;;468;475;408;333;103;;2862;2866;5654;4288;834;;5617;5102;7934;5875;1750;;48,53;40,02;22,98;12,7;49,49;;196,26;178,02;140,33;137,01;209,83;;40,72;34,54;23,59;21,33;46,4;;94,53;92,91;81,14;49,16;84,61
1119;Gode;10;28-09-1999;331400;Reparation af elektrisk udstyr;;1029;1009;1912;1916;2583;;3;2;21;7;8;;1154;1909;2267;2841;2858;;763;136;;;;;3708;4171;4024;3149;2975;;5625;6216;6292;5999;5838;;1,6;-1,75;5,8;3,68;3,07;;136,14;129,87;137,45;178,88;184,1;;20,52;30,71;36,03;47,36;48,96;;1,73;;10,01;4,65;4,2
1146;Gode;10;21-12-1988;432100;El-installation;;1281;1125;1586;1549;1503;;2736;2070;1221;943;727;;2281;2825;2686;2949;2203;;1483;510;;;;;1853;1940;2276;1429;1904;;5755;5322;5035;4405;4135;;14,89;18,71;16,46;26,72;7,64;;271,94;237,32;190,77;276,77;188,81;;39,64;53,08;53,35;66,95;53,28;;28,72;26,16;23,75;32,08;9,9
1192;Gode;10;25-06-2003;432200;VVS- og blikkenslagerforretninger;;787;277;126;116;53;;1926;1336;174;931;924;;2785;1925;1724;1714;1751;;290;135;12;24;;;2809;4135;2909;3996;3039;;6000;6280;4721;5816;4851;;31,32;16,15;16,54;14,56;18,74;;198,04;135,65;130,11;114,54;130,37;;46,42;30,65;36,52;29,47;36,1;;54,22;41,61;35,32;38,68;40,61
1198;Gode;10;26-08-2009;433200;Tømrer- og bygningssnedkervirksomhed;;1846;1763;1340;504;115;;1278;1110;1387;1663;803;;2518;1999;1465;629;240;;1626;745;679;;;;1843;2578;1826;1478;1279;;6015;5321;3973;2107;1519;;13,22;13,78;27,99;23,87;14,22;;165,76;151,67;142,06;134,64;111,26;;41,86;37,57;36,87;29,85;15,8;;25,02;26,71;57,06;61,84;64,58
1233; Gode;10;01-08-1989;432100;El-installation;;1253;765;508;497;253;;2866;2297;1508;3029;1925;;2757;2769;1012;1601;2257;;;;;0;212;;3381;3277;3397;3624;2403;;6166;6065;4416;5225;4871;;31,75;38,37;2,38;21,65;18,35;;128,45;130,09;80,87;143,82;187,56;;44,71;45,66;22,92;30,64;46,34;;53,97;63,45;1,19;52,72;30,66
1237; Gode;10;19-11-2009;439100;Tagdækningsvirksomhed;;356;-91;89;361;357;;2307;375;10;545;843;;1356;409;589;1141;1027;;;;;;;;4634;4255;3583;2724;3008;;6184;4664;4172;3900;4108;;20,65;-3,15;-7,93;10,59;6,79;;128,61;105,57;115,8;136,89;125,57;;21,93;8,77;14,12;29,26;25;;69,84;;;24,89;16,94
1242; Gode;10;14-04-2005;256200;Maskinforarbejdning;;569;-236;410;283;725;;0;1;1;1;3;;1121;400;1502;1366;1225;;321;99;995;1700;2395;;4402;4683;4912;5511;3587;;6216;5357;7714;8790;7381;;17,68;-22,61;5,41;4,35;-3,59;;68,38;48,17;64,82;69,95;84,08;;18,03;7,47;19,47;15,54;16,6;;64,23;;9,05;10,25;
1250;Neutrale;10;29-09-2005;282900;Fremstilling af andre maskiner til generelle formål i.a.n.;;1986;1816;1051;1050;-144;;1118;1789;481;54;17;;2836;2941;1551;1550;356;;606;568;1000;0;;;2681;2455;2077;2902;3115;;6271;6152;4628;4452;3471;;11,02;29,86;0,56;28,19;-8,59;;233,31;249,08;220,13;153,41;110,47;;45,22;47,81;33,51;34,82;10,26;;18,34;47,26;0,06;77,1;
1252;Neutrale;10;25-06-2004;256200;Maskinforarbejdning;;2312;2081;1757;1829;1266;;103;1;3;169;3;;2810;2577;2143;2320;1506;;1580;1903;1921;2033;2614;;1691;2241;3412;2300;3327;;6276;6808;7503;6709;7446;;10,63;13,34;4,88;20,42;12,81;;150,86;146,59;134,67;153,83;129,88;;44,77;37,85;28,56;34,58;20,23;;17,4;22,47;3,45;35,09;30,48
1254;Neutrale;10;01-01-2004;412000;Opførelse af bygninger;2219;1753;3195;2880;2878;1191;255;829;173;880;3535;2;2344;3878;3320;6005;3106;1316;154;192;118;887;2266;2305;2425;2174;2875;1646;3835;3810;4945;6284;6375;8626;9333;7680;15,25;17,93;5,69;44,77;27,1;5,86;135,18;210,44;148,07;435,05;210,69;148,74;47,4;61,71;52,08;69,62;33,28;17,14;19,8;14,36;9,49;49,99;57,66;7,83
1258;Neutrale;10;06-03-2008;466100;Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil;;500;499;434;377;380;;7;8;9;9;10;;1305;1724;2059;1452;1605;;691;825;582;610;721;;4213;4438;5332;3976;3721;;6296;7108;8095;6119;6128;;4,29;13,04;17,46;9,94;13,69;;135,08;140,92;142,33;142,98;158,72;;20,73;24,25;25,44;23,73;26,19;;13,87;38,57;51,34;30,79;36,57
1268;Neutrale;10;16-06-1999;494100;Vejgodstransport;;2307;2410;2620;2222;2285;;1196;479;874;574;740;;2432;2535;2745;2347;2410;;;;;;;;3889;2994;3223;3437;3289;;6321;5530;5968;5784;5700;;3,8;-1,63;10,22;-3,68;-12,63;;75,57;66,93;64,97;47,02;39,13;;38,47;45,84;46;40,58;42,28;;9,46;;14,5;;
1277;Neutrale;10;26-07-1999;234200;Fremstilling af keramiske sanitetsartikler;;1353;1343;1220;870;817;;853;419;111;282;136;;3209;2098;1676;1525;1273;;162;208;;;;;2981;2133;1013;742;667;;6365;4443;2689;2267;1939;;28,64;12,04;13,16;11,07;-5;;202,52;186,22;237,12;296,5;279,16;;50,42;47,22;62,33;67,27;65,65;;43,94;20,11;20,94;16,52;
1309;Neutrale;10;01-01-1990;282200;Fremstilling af løfte- og håndteringsudstyr;;3551;3454;3632;3806;4213;;979;827;89;96;448;;4051;3954;4132;4306;4713;;126;126;373;373;373;;2338;1603;1146;1393;828;;6519;5682;5650;6072;5913;;1,96;-3,64;-1,88;-8,02;-16,44;;205,82;299,38;366,4;309,4;533,7;;62,14;69,59;73,13;70,92;79,71;;2,42;;;;
1318;Neutrale;10;06-03-1998;331200;Reparation af maskiner;;3802;3792;5606;4829;4388;;914;1196;1614;1413;927;;4827;5817;6342;5560;5014;;513;654;794;923;1057;;1137;1305;1939;1514;1560;;6556;7777;9160;8084;7719;;10,31;-4,83;14,15;10,68;6,01;;406,51;440,23;364,11;393,79;351,67;;73,63;74,8;69,24;68,78;64,96;;10,57;;15,59;11,64;6,58
1321;Neutrale;10;04-07-2005;432100;El-installation;;2463;1962;1288;1804;1468;;778;119;816;30;218;;2588;2087;2113;1929;1843;;749;692;;;0;;3202;2967;2144;1865;1529;;6575;5784;4269;3799;3377;;10,65;15,56;6,84;11,56;10,39;;148,75;133,77;185,96;184,77;196,47;;39,36;36,08;49,5;50,78;54,58;;19,36;32,34;8,71;17,47;15,46
1337;Neutrale;10;20-12-1984;432200;VVS- og blikkenslagerforretninger;;224;1742;1708;1389;1389;;76;727;495;169;3;;1224;2592;2458;1972;1839;;3300;1768;2037;1689;1958;;1909;2034;1609;1903;2343;;6667;6521;6254;5671;6294;;22,93;15,69;19,33;10,42;13,22;;202,78;184,76;225,61;184,66;151,9;;18,36;39,75;39,3;34,77;29,22;;83,74;26,39;35,35;19,42;29,36
1375;Neutrale;10;26-06-1985;301200;Bygning af både til fritid og sport;;210;210;210;210;998;;2395;1323;1354;2175;4;;1190;1009;1005;1866;1288;;;;;;;;5684;2843;3919;4251;5212;;6872;3852;4956;6296;6639;;14,6;19,31;14,79;12,53;6,22;;103,03;109,88;101,94;111,27;89,24;;17,32;26,19;20,28;29,64;19,4;;57,98;50,45;50,25;31,03;10,25
1387;Dårlige;10;14-12-1990;466900;Engroshandel med andre maskiner og andet udstyr;;1750;835;463;1689;613;;410;4;14;404;173;;3250;3135;3963;3989;5013;;270;601;276;85;1127;;3384;3099;3484;3216;4031;;6911;6888;7758;7329;10207;;32,05;23,82;27,73;27,85;16,82;;165,6;172,8;185,02;197,76;226,94;;47,03;45,51;51,08;54,43;49,11;;51,26;37,45;39,69;39,51;25,83
1393;Dårlige;10;03-08-2006;433200;Tømrer- og bygningssnedkervirksomhed;;1436;315;-105;-299;-440;;2370;;;;;;1761;440;20;-174;-315;;379;25;18;63;105;;4786;1829;2069;2234;1924;;6925;2294;2107;2123;1714;;27,23;28,51;17,04;14,98;6,53;;129,06;107,71;82,65;76,01;71,47;;25,43;19,18;0,95;-8,2;-18,38;;75,01;95,45;200;;
1408;Dårlige;10;18-06-2002;439910;Murere;;825;778;731;575;2078;;1911;839;818;1195;1276;;1750;1603;1656;2700;2703;;560;410;528;;;;4582;3456;3728;1019;895;;6969;5610;5967;3757;3672;;16,98;19,11;22,54;18,21;23,77;;119,45;130,35;126,58;315,6;298,21;;25,11;28,57;27,75;71,87;73,61;;48,34;46,6;57,73;18,41;24,86
1417;Dårlige;10;26-01-2001;439910;Murere;;390;820;648;636;451;;1909;763;710;2640;730;;3030;2460;2688;2276;3291;;;;;;;;3846;3654;1923;4221;1395;;7004;6256;4751;6688;4843;;10,12;3,5;10,12;3,02;25,05;;148,44;133,85;160,06;119,9;233,26;;43,26;39,32;56,58;34,03;67,95;;18,81;6,99;15,33;8,13;29,6
1444;Gode;10;11-06-2007;422100;Anlæg af ledningsnet til væsker;;4467;3805;3671;4111;3027;;298;;;0;187;;4592;3930;3796;4836;3552;;354;507;623;0;113;;2158;1847;2510;3684;2493;;7110;6318;6978;8605;6235;;11,08;2,47;-8,27;24,97;37,03;;99,63;85,44;101,2;98,26;123,95;;64,59;62,2;54,4;56,2;56,97;;14,42;3,44;;34,82;50,25
1452;Gode;10;12-12-1975;433420;Glarmestervirksomhed;;1713;2936;3011;2991;2660;;2157;1108;1655;1780;1109;;3054;3596;3571;3151;2820;;1584;1875;2045;2185;2280;;2267;1242;1334;2105;1632;;7163;6713;6950;7441;6731;;1,7;8,94;10,3;15,01;4,28;;130,04;198,55;200,6;148,08;143,57;;42,64;53,57;51,38;42,35;41,9;;6,75;11,82;14,67;26,37;9,82
1470;Gode;10;13-06-2002;433200;Tømrer- og bygningssnedkervirksomhed;;3476;3387;3281;3137;3017;;958;2350;1328;2020;1769;;4690;4599;4489;4343;4221;;;;;;;;2540;1173;1624;999;1317;;7254;5809;6161;5395;5589;;3,82;5,06;5,39;5,23;10,2;;215,55;367,69;279,68;363,96;317,46;;64,65;79,17;72,86;80,5;75,52;;4,31;4,72;5,61;5,2;8,51
1473;Gode;10;01-07-1988;273300;Fremstilling af tilbehør til ledninger og kabler;;3231;4016;3778;2094;637;;870;1717;973;565;0;;5176;5761;4023;2339;2801;;827;926;1013;1563;1700;;1105;1469;1235;1766;1579;;7276;8310;6411;5783;6195;;15,63;26,86;34,66;33,84;41,99;;429,41;390,54;306,64;183,07;226,41;;71,14;69,33;62,75;40,45;45,21;;17,68;30,17;41,88;62,25;68,51
1534;Gode;10;01-12-1975;222900;Fremstilling af andre plastprodukter;3366;2856;2588;3259;3800;4236;13;1462;40;32;549;1515;3566;3056;2788;3459;5262;4436;;;;;;;5606;4574;3569;2081;2888;5504;9172;7630;6357;5540;8150;9941;8,41;6,33;-12,07;-12,27;13,08;12,69;145,84;148,99;146,51;184,53;224,9;160,37;38,88;40,05;43,86;62,44;64,56;44,62;14,25;8,77;;;15,7;20,27
1547;Dårlige;10;04-06-2002;466100;Engroshandel med landbrugsmaskiner, -udstyr og tilbehør hertil;;3302;3302;3302;3302;3327;;11;9;11;13;1196;;3887;3968;4024;4202;4227;;493;453;1573;1420;1300;;3313;3867;3640;3986;5153;;7713;8352;9321;9890;10938;;2,18;4,26;1,98;5,97;6,28;;207,46;189,48;223,65;213,57;190,1;;50,4;47,51;43,17;42,49;38,65;;2,19;4,16;5,54;8,92;11
1555;Dårlige;10;15-04-1996;494100;Vejgodstransport;;2831;4585;5505;6210;4765;;2741;1487;1399;1387;3300;;6069;6023;6759;7164;7219;;0;39;56;74;91;;1657;1522;1861;2299;1886;;7771;7633;8780;9675;9350;;12,91;-7,53;-2,1;22,24;9,01;;245,38;194,35;160,02;122,79;259,54;;78,1;78,91;76,98;74,05;77,21;;20,53;1,06;1,41;27,16;8,26
1563;Dårlige;10;01-01-1987;412000;Opførelse af bygninger;;4218;3429;3505;3131;2419;;1878;1013;428;0;1960;;4718;3929;4005;3631;2919;;0;49;;;;;3051;1709;1866;2100;1860;;7813;5698;5895;5770;4794;;14,07;-0,54;9,11;16,41;19,84;;228,12;303,8;286,33;248,24;238,23;;60,39;68,95;67,94;62,93;60,89;;16,72;;9,34;19,58;23,95
1565;Dårlige;10;09-11-2001;432100;El-installation;;1169;974;479;330;171;;4;2;7;5;3;;1294;1099;604;455;296;;2690;2591;2740;3416;3684;;3647;4108;4178;5222;3746;;7843;7952;7536;9317;7899;;5,78;11,34;-9,66;4,78;6,57;;125,36;111,71;96,67;108,98;114,36;;16,5;13,82;8,01;4,88;3,75;;15,07;45,04;;35,16;80,18
1566;Dårlige;10;03-01-2007;256200;Maskinforarbejdning;;3624;3118;2775;2959;2965;;;0;1;1;262;;3749;3243;2900;4084;4090;;1376;1476;1503;1843;;;2688;3697;3791;4442;2436;;7857;8470;8194;10414;6590;;7,64;7,39;-9,34;11,54;29,39;;193,15;152,18;132,71;163,67;234,2;;47,72;38,29;35,39;39,22;62,06;;13,52;10,58;;24,34;36,14
1586;Dårlige;10;01-09-1990;494100;Vejgodstransport;;4410;4252;4086;4077;3897;;1807;230;1588;427;1174;;5710;5752;4906;5177;4997;;0;;;;;;1968;915;1264;1072;1623;;7951;6968;6314;6502;6847;;15,6;21,57;6,32;15,36;11,67;;158,28;163,39;223,02;155,69;141,34;;71,81;82,55;77,7;79,62;72,98;;16,78;20,27;6,71;15,07;12,59
1594;Dårlige;10;27-06-2005;432100;El-installation;;2258;2209;2210;2144;1934;;105;15;358;112;143;;4383;3634;3635;3569;3259;;292;392;608;666;514;;3311;1775;2227;1824;2064;;7986;5801;6506;6113;5837;;8,63;25,36;28,25;27,81;25,7;;226,76;281,35;206,29;223,46;201,02;;54,88;62,64;55,87;58,38;55,83;;46,7;35,75;37,61;36,17;35,56
1603;Gode;10;01-07-2002;172900;Fremstilling af andre papir- og papvarer;;473;84;767;1552;3347;;1629;774;54;142;2375;;1028;639;1322;2107;3902;;;;;;27;;7030;5525;5006;4797;4834;;8058;6164;6328;6905;8763;;5,52;-3,2;-18,81;-13,27;3,48;;114,62;111,57;126,41;143,94;181,28;;12,76;10,37;20,89;30,51;44,53;;37,84;;;;3,08
1605;Gode;10;04-01-2010;283000;Fremstilling af landbrugs- og skovbrugsmaskiner;;1209;1161;1675;1675;1156;;3783;1338;1243;1598;1295;;2134;1286;2295;2559;1781;;6;12;;;;;5925;3669;3092;2767;1988;;8065;4967;5387;5326;3769;;14,32;13,75;12,75;31,64;18,89;;130,6;129,87;168,14;189,09;182,65;;26,46;25,89;42,6;48,05;47,25;;39,74;37,79;21,57;49,94;29,81
1622;Gode;10;26-02-2009;329900;Anden fremstillingsvirksomhed i.a.n.;;4761;4450;2768;2096;1246;;291;1861;3;5;2;;5307;4996;3313;2642;1792;;168;433;104;217;345;;2612;3328;4592;2953;2726;;8178;8793;8020;5812;4863;;5,65;24,87;11,62;20,42;16;;202,64;196,12;127,07;174,67;168,16;;64,89;56,82;41,31;45,46;36,85;;5,84;33,69;20,25;32,17;31,53
1638;Gode;10;01-01-2007;432100;El-installation;;3874;3053;3015;2749;2862;;2002;841;432;284;104;;4374;3953;4215;3549;3362;;805;980;1178;1402;1579;;2887;1983;2106;1344;1950;;8286;7098;7656;6365;6928;;13,43;8,13;17,03;4,59;-3,35;;112,37;113,72;122,46;116,37;108,72;;52,79;55,69;55,05;55,76;48,53;;18,77;11,08;22,92;5,24;
1639;Gode;10;26-06-1989;432100;El-installation;;1503;1267;3400;3273;2264;;1139;22;15;2576;2089;;2503;2267;4400;6273;5264;;464;197;;;;;5332;4149;4357;9720;5980;;8296;6614;8757;15992;11428;;3,86;-40,87;2,25;24,42;32,19;;153,86;156,11;192,17;161,36;183,46;;30,17;34,28;50,25;39,23;46,06;;9,47;;2,89;47,95;53,53
1667;Gode;10;22-12-1999;161000;Udsavning og høvling af træ;;3862;3244;2816;2069;1545;;1970;990;1371;8;41;;4662;3844;3016;2379;1845;;1202;1390;1541;2075;2429;;2072;1453;1516;1819;1471;;8446;7152;7099;6668;6075;;18,92;15,6;13,06;14,14;6,67;;141,41;108,67;125,13;89,33;81,03;;55,2;53,75;42,48;35,68;30,37;;26,13;21,54;20,69;26,65;8,78
1676;Gode;10;17-08-2005;222900;Fremstilling af andre plastprodukter;;1689;1439;1272;1598;1564;;12;0;1;0;1;;3550;3300;3133;3459;3259;;565;740;1260;1071;900;;4110;3498;3726;3301;3884;;8492;7867;8520;8293;8516;;5,08;4,27;-2,82;2,35;8,33;;164,67;171,84;167,63;170,22;148,33;;41,8;41,95;36,77;41,71;38,27;;7,04;5,06;;0,95;12,73
